event_timestamp,OPT,ticker,option_exp,strike,option_right,bid_price,bid_size,ask_price,ask_size,time
2026-03-24 18:14:28.748052,,SPY,20260324,653,C,1.54,76,1.56,706,03/24/2026 14:14:28
2026-03-24 18:14:28.748076,,SPY,20260324,653,C,1.54,76,1.56,706,03/24/2026 14:14:28
2026-03-24 18:14:28.748101,,SPY,20260324,653,C,1.54,76,1.56,706,03/24/2026 14:14:28
2026-03-24 18:14:28.823907,,SPY,20260324,653,C,1.54,76,1.55,126,03/24/2026 14:14:28
2026-03-24 18:14:28.823917,,SPY,20260324,653,C,1.54,115,1.55,126,03/24/2026 14:14:28
2026-03-24 18:14:28.823927,,SPY,20260324,653,C,1.54,115,1.55,126,03/24/2026 14:14:28
2026-03-24 18:14:29.029398,,SPY,20260324,653,C,1.55,2,1.56,331,03/24/2026 14:14:29
2026-03-24 18:14:29.029413,,SPY,20260324,653,C,1.55,2,1.56,331,03/24/2026 14:14:29
2026-03-24 18:14:29.029426,,SPY,20260324,653,C,1.55,2,1.56,331,03/24/2026 14:14:29
2026-03-24 18:14:29.109956,,SPY,20260324,653,C,1.55,45,1.56,331,03/24/2026 14:14:29
2026-03-24 18:14:29.109986,,SPY,20260324,653,C,1.55,45,1.56,78,03/24/2026 14:14:29
2026-03-24 18:14:29.147578,,SPY,20260324,653,C,1.53,294,1.56,78,03/24/2026 14:14:29
2026-03-24 18:14:29.147608,,SPY,20260324,653,C,1.53,294,1.55,48,03/24/2026 14:14:29
2026-03-24 18:14:29.147632,,SPY,20260324,653,C,1.53,294,1.55,48,03/24/2026 14:14:29
2026-03-24 18:14:29.147657,,SPY,20260324,653,C,1.53,294,1.55,48,03/24/2026 14:14:29
2026-03-24 18:14:29.224842,,SPY,20260324,653,C,1.54,16,1.55,48,03/24/2026 14:14:29
2026-03-24 18:14:29.224851,,SPY,20260324,653,C,1.54,16,1.55,48,03/24/2026 14:14:29
2026-03-24 18:14:29.224859,,SPY,20260324,653,C,1.54,16,1.55,15,03/24/2026 14:14:29
2026-03-24 18:14:29.421264,,SPY,20260324,653,C,1.54,16,1.56,690,03/24/2026 14:14:29
2026-03-24 18:14:29.421289,,SPY,20260324,653,C,1.54,255,1.56,690,03/24/2026 14:14:29
2026-03-24 18:14:29.421314,,SPY,20260324,653,C,1.54,255,1.56,690,03/24/2026 14:14:29
2026-03-24 18:14:29.516753,,SPY,20260324,653,C,1.54,255,1.55,168,03/24/2026 14:14:29
2026-03-24 18:14:29.516777,,SPY,20260324,653,C,1.54,6,1.55,168,03/24/2026 14:14:29
2026-03-24 18:14:29.516801,,SPY,20260324,653,C,1.54,6,1.55,168,03/24/2026 14:14:29
2026-03-24 18:14:29.807473,,SPY,20260324,653,C,1.53,663,1.55,168,03/24/2026 14:14:29
2026-03-24 18:14:29.807489,,SPY,20260324,653,C,1.53,663,1.55,168,03/24/2026 14:14:29
2026-03-24 18:14:29.807501,,SPY,20260324,653,C,1.53,663,1.55,201,03/24/2026 14:14:29
2026-03-24 18:14:29.874362,,SPY,20260324,653,C,1.54,219,1.55,201,03/24/2026 14:14:29
2026-03-24 18:14:29.874409,,SPY,20260324,653,C,1.54,219,1.56,754,03/24/2026 14:14:29
2026-03-24 18:14:29.874456,,SPY,20260324,653,C,1.54,219,1.56,754,03/24/2026 14:14:29
2026-03-24 18:14:29.874484,,SPY,20260324,653,C,1.54,219,1.56,754,03/24/2026 14:14:29
2026-03-24 18:14:30.082015,,SPY,20260324,653,C,1.53,371,1.56,754,03/24/2026 14:14:30
2026-03-24 18:14:30.082048,,SPY,20260324,653,C,1.53,371,1.55,302,03/24/2026 14:14:30
2026-03-24 18:14:30.082073,,SPY,20260324,653,C,1.53,371,1.55,302,03/24/2026 14:14:30
2026-03-24 18:14:30.082099,,SPY,20260324,653,C,1.53,371,1.55,302,03/24/2026 14:14:30
2026-03-24 18:14:30.418481,,SPY,20260324,653,C,1.53,547,1.55,302,03/24/2026 14:14:30
2026-03-24 18:14:30.418508,,SPY,20260324,653,C,1.53,547,1.55,192,03/24/2026 14:14:30
2026-03-24 18:14:30.481574,,SPY,20260324,653,C,1.54,118,1.55,192,03/24/2026 14:14:30
2026-03-24 18:14:30.481604,,SPY,20260324,653,C,1.54,118,1.56,761,03/24/2026 14:14:30
2026-03-24 18:14:30.481628,,SPY,20260324,653,C,1.54,118,1.56,761,03/24/2026 14:14:30
2026-03-24 18:14:30.481653,,SPY,20260324,653,C,1.54,118,1.56,761,03/24/2026 14:14:30
2026-03-24 18:14:30.620399,,SPY,20260324,653,C,1.55,122,1.56,761,03/24/2026 14:14:30
2026-03-24 18:14:30.620438,,SPY,20260324,653,C,1.55,122,1.57,631,03/24/2026 14:14:30
2026-03-24 18:14:30.620471,,SPY,20260324,653,C,1.55,122,1.57,631,03/24/2026 14:14:30
2026-03-24 18:14:30.620499,,SPY,20260324,653,C,1.55,122,1.57,631,03/24/2026 14:14:30
2026-03-24 18:14:31.584987,,SPY,20260324,653,C,1.55,474,1.57,631,03/24/2026 14:14:31
2026-03-24 18:14:31.585011,,SPY,20260324,653,C,1.55,474,1.57,384,03/24/2026 14:14:31
2026-03-24 18:14:31.684085,,SPY,20260324,653,C,1.55,1043,1.57,384,03/24/2026 14:14:31
2026-03-24 18:14:31.684145,,SPY,20260324,653,C,1.55,1043,1.57,36,03/24/2026 14:14:31
2026-03-24 18:14:31.921031,,SPY,20260324,653,C,1.56,2,1.57,36,03/24/2026 14:14:31
2026-03-24 18:14:31.921059,,SPY,20260324,653,C,1.56,2,1.57,36,03/24/2026 14:14:31
2026-03-24 18:14:31.921086,,SPY,20260324,653,C,1.56,2,1.57,110,03/24/2026 14:14:31
2026-03-24 18:14:32.183094,,SPY,20260324,653,C,1.55,695,1.57,110,03/24/2026 14:14:32
2026-03-24 18:14:32.183125,,SPY,20260324,653,C,1.55,695,1.57,110,03/24/2026 14:14:32
2026-03-24 18:14:32.183138,,SPY,20260324,653,C,1.55,695,1.57,119,03/24/2026 14:14:32
2026-03-24 18:14:32.721523,,SPY,20260324,653,C,1.55,735,1.57,119,03/24/2026 14:14:32
2026-03-24 18:14:32.721565,,SPY,20260324,653,C,1.55,735,1.57,200,03/24/2026 14:14:32
2026-03-24 18:14:32.822700,,SPY,20260324,653,C,1.54,374,1.57,200,03/24/2026 14:14:32
2026-03-24 18:14:32.822731,,SPY,20260324,653,C,1.54,374,1.56,235,03/24/2026 14:14:32
2026-03-24 18:14:32.822755,,SPY,20260324,653,C,1.54,374,1.56,235,03/24/2026 14:14:32
2026-03-24 18:14:32.822810,,SPY,20260324,653,C,1.54,374,1.56,235,03/24/2026 14:14:32
2026-03-24 18:14:32.922202,,SPY,20260324,653,C,1.54,374,1.55,6,03/24/2026 14:14:32
2026-03-24 18:14:32.922225,,SPY,20260324,653,C,1.54,69,1.55,6,03/24/2026 14:14:32
2026-03-24 18:14:32.922250,,SPY,20260324,653,C,1.54,69,1.55,6,03/24/2026 14:14:32
2026-03-24 18:14:33.018252,,SPY,20260324,653,C,1.54,6,1.55,6,03/24/2026 14:14:33
2026-03-24 18:14:33.018277,,SPY,20260324,653,C,1.54,6,1.55,9,03/24/2026 14:14:33
2026-03-24 18:14:33.087756,,SPY,20260324,653,C,1.54,6,1.56,642,03/24/2026 14:14:33
2026-03-24 18:14:33.087780,,SPY,20260324,653,C,1.54,288,1.56,642,03/24/2026 14:14:33
2026-03-24 18:14:33.087809,,SPY,20260324,653,C,1.54,288,1.56,642,03/24/2026 14:14:33
2026-03-24 18:14:33.585462,,SPY,20260324,653,C,1.54,288,1.55,145,03/24/2026 14:14:33
2026-03-24 18:14:33.585526,,SPY,20260324,653,C,1.54,6,1.55,145,03/24/2026 14:14:33
2026-03-24 18:14:33.585558,,SPY,20260324,653,C,1.54,6,1.55,145,03/24/2026 14:14:33
2026-03-24 18:14:33.726388,,SPY,20260324,653,C,1.53,604,1.55,145,03/24/2026 14:14:33
2026-03-24 18:14:33.726412,,SPY,20260324,653,C,1.53,604,1.55,145,03/24/2026 14:14:33
2026-03-24 18:14:33.726438,,SPY,20260324,653,C,1.53,604,1.55,306,03/24/2026 14:14:33
2026-03-24 18:14:33.835339,,SPY,20260324,653,C,1.54,78,1.55,306,03/24/2026 14:14:33
2026-03-24 18:14:33.835405,,SPY,20260324,653,C,1.54,78,1.56,739,03/24/2026 14:14:33
2026-03-24 18:14:33.835458,,SPY,20260324,653,C,1.54,78,1.56,739,03/24/2026 14:14:33
2026-03-24 18:14:33.835511,,SPY,20260324,653,C,1.54,78,1.56,739,03/24/2026 14:14:33
2026-03-24 18:14:33.886543,,SPY,20260324,653,C,1.53,964,1.56,739,03/24/2026 14:14:33
2026-03-24 18:14:33.886574,,SPY,20260324,653,C,1.53,964,1.55,12,03/24/2026 14:14:33
2026-03-24 18:14:33.886608,,SPY,20260324,653,C,1.53,964,1.55,12,03/24/2026 14:14:33
2026-03-24 18:14:33.886634,,SPY,20260324,653,C,1.53,964,1.55,12,03/24/2026 14:14:33
2026-03-24 18:14:34.014630,,SPY,20260324,653,C,1.54,87,1.55,12,03/24/2026 14:14:34
2026-03-24 18:14:34.014701,,SPY,20260324,653,C,1.54,87,1.56,925,03/24/2026 14:14:34
2026-03-24 18:14:34.014762,,SPY,20260324,653,C,1.54,87,1.56,925,03/24/2026 14:14:34
2026-03-24 18:14:34.014806,,SPY,20260324,653,C,1.54,87,1.56,925,03/24/2026 14:14:34
2026-03-24 18:14:34.089833,,SPY,20260324,653,C,1.54,87,1.55,181,03/24/2026 14:14:34
2026-03-24 18:14:34.089882,,SPY,20260324,653,C,1.54,6,1.55,181,03/24/2026 14:14:34
2026-03-24 18:14:34.089973,,SPY,20260324,653,C,1.54,6,1.55,181,03/24/2026 14:14:34
2026-03-24 18:14:34.187675,,SPY,20260324,653,C,1.53,459,1.55,181,03/24/2026 14:14:34
2026-03-24 18:14:34.187714,,SPY,20260324,653,C,1.53,459,1.55,181,03/24/2026 14:14:34
2026-03-24 18:14:34.187743,,SPY,20260324,653,C,1.53,459,1.55,368,03/24/2026 14:14:34
2026-03-24 18:14:34.282848,,SPY,20260324,653,C,1.53,63,1.55,368,03/24/2026 14:14:34
2026-03-24 18:14:34.282879,,SPY,20260324,653,C,1.53,63,1.55,834,03/24/2026 14:14:34
2026-03-24 18:14:34.387282,,SPY,20260324,653,C,1.53,204,1.55,834,03/24/2026 14:14:34
2026-03-24 18:14:34.387308,,SPY,20260324,653,C,1.53,204,1.55,624,03/24/2026 14:14:34
2026-03-24 18:14:34.587264,,SPY,20260324,653,C,1.52,689,1.55,624,03/24/2026 14:14:34
2026-03-24 18:14:34.587294,,SPY,20260324,653,C,1.52,689,1.54,697,03/24/2026 14:14:34
2026-03-24 18:14:34.587319,,SPY,20260324,653,C,1.52,689,1.54,697,03/24/2026 14:14:34
2026-03-24 18:14:34.587344,,SPY,20260324,653,C,1.52,689,1.54,697,03/24/2026 14:14:34
2026-03-24 18:14:34.790102,,SPY,20260324,653,C,1.53,202,1.54,697,03/24/2026 14:14:34
2026-03-24 18:14:34.790132,,SPY,20260324,653,C,1.53,202,1.55,572,03/24/2026 14:14:34
2026-03-24 18:14:34.790161,,SPY,20260324,653,C,1.53,202,1.55,572,03/24/2026 14:14:34
2026-03-24 18:14:34.790188,,SPY,20260324,653,C,1.53,202,1.55,572,03/24/2026 14:14:34
2026-03-24 18:14:35.121469,,SPY,20260324,653,C,1.53,202,1.56,859,03/24/2026 14:14:35
2026-03-24 18:14:35.121501,,SPY,20260324,653,C,1.53,683,1.56,859,03/24/2026 14:14:35
2026-03-24 18:14:35.121529,,SPY,20260324,653,C,1.53,683,1.56,859,03/24/2026 14:14:35
2026-03-24 18:14:35.189435,,SPY,20260324,653,C,1.55,9,1.56,859,03/24/2026 14:14:35
2026-03-24 18:14:35.189465,,SPY,20260324,653,C,1.55,9,1.56,859,03/24/2026 14:14:35
2026-03-24 18:14:35.189491,,SPY,20260324,653,C,1.55,9,1.56,556,03/24/2026 14:14:35
2026-03-24 18:14:35.388039,,SPY,20260324,653,C,1.57,2,1.58,146,03/24/2026 14:14:35
2026-03-24 18:14:35.388064,,SPY,20260324,653,C,1.57,2,1.58,146,03/24/2026 14:14:35
2026-03-24 18:14:35.388089,,SPY,20260324,653,C,1.57,2,1.58,146,03/24/2026 14:14:35
2026-03-24 18:14:35.541525,,SPY,20260324,653,C,1.56,471,1.58,146,03/24/2026 14:14:35
2026-03-24 18:14:35.541552,,SPY,20260324,653,C,1.56,471,1.58,146,03/24/2026 14:14:35
2026-03-24 18:14:35.541578,,SPY,20260324,653,C,1.56,471,1.58,498,03/24/2026 14:14:35
2026-03-24 18:14:35.792129,,SPY,20260324,653,C,1.55,926,1.58,498,03/24/2026 14:14:35
2026-03-24 18:14:35.792158,,SPY,20260324,653,C,1.55,926,1.57,102,03/24/2026 14:14:35
2026-03-24 18:14:35.792181,,SPY,20260324,653,C,1.55,926,1.57,102,03/24/2026 14:14:35
2026-03-24 18:14:35.792206,,SPY,20260324,653,C,1.55,926,1.57,102,03/24/2026 14:14:35
2026-03-24 18:14:35.994186,,SPY,20260324,653,C,1.56,229,1.57,102,03/24/2026 14:14:35
2026-03-24 18:14:35.994252,,SPY,20260324,653,C,1.56,229,1.58,736,03/24/2026 14:14:35
2026-03-24 18:14:35.994306,,SPY,20260324,653,C,1.56,229,1.58,736,03/24/2026 14:14:35
2026-03-24 18:14:35.994359,,SPY,20260324,653,C,1.56,229,1.58,736,03/24/2026 14:14:35
2026-03-24 18:14:36.690300,,SPY,20260324,653,C,1.56,229,1.57,28,03/24/2026 14:14:36
2026-03-24 18:14:36.690334,,SPY,20260324,653,C,1.56,20,1.57,28,03/24/2026 14:14:36
2026-03-24 18:14:36.690363,,SPY,20260324,653,C,1.56,20,1.57,28,03/24/2026 14:14:36
2026-03-24 18:14:36.890165,,SPY,20260324,653,C,1.56,20,1.58,316,03/24/2026 14:14:36
2026-03-24 18:14:36.890199,,SPY,20260324,653,C,1.56,457,1.58,316,03/24/2026 14:14:36
2026-03-24 18:14:36.890227,,SPY,20260324,653,C,1.56,457,1.58,316,03/24/2026 14:14:36
2026-03-24 18:14:36.992911,,SPY,20260324,653,C,1.57,143,1.58,316,03/24/2026 14:14:36
2026-03-24 18:14:36.992957,,SPY,20260324,653,C,1.57,143,1.59,553,03/24/2026 14:14:36
2026-03-24 18:14:36.992993,,SPY,20260324,653,C,1.57,143,1.59,553,03/24/2026 14:14:36
2026-03-24 18:14:36.993032,,SPY,20260324,653,C,1.57,143,1.59,553,03/24/2026 14:14:36
2026-03-24 18:14:37.231735,,SPY,20260324,653,C,1.56,865,1.59,553,03/24/2026 14:14:37
2026-03-24 18:14:37.231803,,SPY,20260324,653,C,1.56,865,1.58,28,03/24/2026 14:14:37
2026-03-24 18:14:37.231857,,SPY,20260324,653,C,1.56,865,1.58,28,03/24/2026 14:14:37
2026-03-24 18:14:37.231910,,SPY,20260324,653,C,1.56,865,1.58,28,03/24/2026 14:14:37
2026-03-24 18:14:37.291199,,SPY,20260324,653,C,1.57,31,1.58,28,03/24/2026 14:14:37
2026-03-24 18:14:37.291231,,SPY,20260324,653,C,1.57,31,1.59,571,03/24/2026 14:14:37
2026-03-24 18:14:37.291256,,SPY,20260324,653,C,1.57,31,1.59,571,03/24/2026 14:14:37
2026-03-24 18:14:37.291282,,SPY,20260324,653,C,1.57,31,1.59,571,03/24/2026 14:14:37
2026-03-24 18:14:37.392835,,SPY,20260324,653,C,1.56,689,1.59,571,03/24/2026 14:14:37
2026-03-24 18:14:37.392866,,SPY,20260324,653,C,1.56,689,1.58,202,03/24/2026 14:14:37
2026-03-24 18:14:37.392892,,SPY,20260324,653,C,1.56,689,1.58,202,03/24/2026 14:14:37
2026-03-24 18:14:37.392917,,SPY,20260324,653,C,1.56,689,1.58,202,03/24/2026 14:14:37
2026-03-24 18:14:37.491314,,SPY,20260324,653,C,1.57,53,1.58,202,03/24/2026 14:14:37
2026-03-24 18:14:37.491344,,SPY,20260324,653,C,1.57,53,1.59,722,03/24/2026 14:14:37
2026-03-24 18:14:37.491369,,SPY,20260324,653,C,1.57,53,1.59,722,03/24/2026 14:14:37
2026-03-24 18:14:37.491394,,SPY,20260324,653,C,1.57,53,1.59,722,03/24/2026 14:14:37
2026-03-24 18:14:37.592516,,SPY,20260324,653,C,1.56,582,1.59,722,03/24/2026 14:14:37
2026-03-24 18:14:37.592548,,SPY,20260324,653,C,1.56,582,1.58,240,03/24/2026 14:14:37
2026-03-24 18:14:37.592574,,SPY,20260324,653,C,1.56,582,1.58,240,03/24/2026 14:14:37
2026-03-24 18:14:37.592600,,SPY,20260324,653,C,1.56,582,1.58,240,03/24/2026 14:14:37
2026-03-24 18:14:37.990569,,SPY,20260324,653,C,1.57,32,1.58,240,03/24/2026 14:14:37
2026-03-24 18:14:37.990644,,SPY,20260324,653,C,1.57,32,1.59,575,03/24/2026 14:14:37
2026-03-24 18:14:37.990679,,SPY,20260324,653,C,1.57,32,1.59,575,03/24/2026 14:14:37
2026-03-24 18:14:37.990733,,SPY,20260324,653,C,1.57,32,1.59,575,03/24/2026 14:14:37
2026-03-24 18:14:38.185221,,SPY,20260324,653,C,1.59,39,1.6,10,03/24/2026 14:14:38
2026-03-24 18:14:38.185245,,SPY,20260324,653,C,1.59,39,1.6,10,03/24/2026 14:14:38
2026-03-24 18:14:38.185269,,SPY,20260324,653,C,1.59,39,1.6,10,03/24/2026 14:14:38
2026-03-24 18:14:38.294797,,SPY,20260324,653,C,1.58,139,1.6,10,03/24/2026 14:14:38
2026-03-24 18:14:38.294820,,SPY,20260324,653,C,1.58,139,1.6,10,03/24/2026 14:14:38
2026-03-24 18:14:38.294845,,SPY,20260324,653,C,1.58,139,1.6,469,03/24/2026 14:14:38
2026-03-24 18:14:38.394538,,SPY,20260324,653,C,1.58,227,1.6,469,03/24/2026 14:14:38
2026-03-24 18:14:38.394604,,SPY,20260324,653,C,1.58,227,1.6,380,03/24/2026 14:14:38
2026-03-24 18:14:38.894074,,SPY,20260324,653,C,1.57,572,1.6,380,03/24/2026 14:14:38
2026-03-24 18:14:38.894105,,SPY,20260324,653,C,1.57,572,1.59,51,03/24/2026 14:14:38
2026-03-24 18:14:38.894129,,SPY,20260324,653,C,1.57,572,1.59,51,03/24/2026 14:14:38
2026-03-24 18:14:38.894154,,SPY,20260324,653,C,1.57,572,1.59,51,03/24/2026 14:14:38
2026-03-24 18:14:38.994423,,SPY,20260324,653,C,1.58,32,1.59,51,03/24/2026 14:14:38
2026-03-24 18:14:38.994452,,SPY,20260324,653,C,1.58,32,1.6,625,03/24/2026 14:14:38
2026-03-24 18:14:38.994476,,SPY,20260324,653,C,1.58,32,1.6,625,03/24/2026 14:14:38
2026-03-24 18:14:38.994500,,SPY,20260324,653,C,1.58,32,1.6,625,03/24/2026 14:14:38
2026-03-24 18:14:39.796886,,SPY,20260324,653,C,1.58,5,1.6,625,03/24/2026 14:14:39
2026-03-24 18:14:39.796938,,SPY,20260324,653,C,1.58,5,1.6,587,03/24/2026 14:14:39
2026-03-24 18:14:39.899320,,SPY,20260324,653,C,1.57,599,1.6,587,03/24/2026 14:14:39
2026-03-24 18:14:39.899352,,SPY,20260324,653,C,1.57,599,1.59,97,03/24/2026 14:14:39
2026-03-24 18:14:39.899378,,SPY,20260324,653,C,1.57,599,1.59,97,03/24/2026 14:14:39
2026-03-24 18:14:39.899404,,SPY,20260324,653,C,1.57,599,1.59,97,03/24/2026 14:14:39
2026-03-24 18:14:39.995215,,SPY,20260324,653,C,1.58,155,1.59,97,03/24/2026 14:14:39
2026-03-24 18:14:39.995248,,SPY,20260324,653,C,1.58,155,1.6,626,03/24/2026 14:14:39
2026-03-24 18:14:39.995274,,SPY,20260324,653,C,1.58,155,1.6,626,03/24/2026 14:14:39
2026-03-24 18:14:39.995299,,SPY,20260324,653,C,1.58,155,1.6,626,03/24/2026 14:14:39
2026-03-24 18:14:40.797661,,SPY,20260324,653,C,1.58,155,1.59,33,03/24/2026 14:14:40
2026-03-24 18:14:40.797715,,SPY,20260324,653,C,1.58,103,1.59,33,03/24/2026 14:14:40
2026-03-24 18:14:40.797768,,SPY,20260324,653,C,1.58,103,1.59,33,03/24/2026 14:14:40
2026-03-24 18:14:40.897520,,SPY,20260324,653,C,1.57,235,1.59,33,03/24/2026 14:14:40
2026-03-24 18:14:40.897557,,SPY,20260324,653,C,1.57,235,1.59,33,03/24/2026 14:14:40
2026-03-24 18:14:40.897595,,SPY,20260324,653,C,1.57,235,1.59,420,03/24/2026 14:14:40
2026-03-24 18:14:41.598295,,SPY,20260324,653,C,1.58,614,1.59,420,03/24/2026 14:14:41
2026-03-24 18:14:41.598325,,SPY,20260324,653,C,1.58,614,1.6,200,03/24/2026 14:14:41
2026-03-24 18:14:41.598349,,SPY,20260324,653,C,1.58,614,1.6,200,03/24/2026 14:14:41
2026-03-24 18:14:41.598375,,SPY,20260324,653,C,1.58,614,1.6,200,03/24/2026 14:14:41
2026-03-24 18:14:41.697828,,SPY,20260324,653,C,1.58,708,1.6,200,03/24/2026 14:14:41
2026-03-24 18:14:41.697899,,SPY,20260324,653,C,1.58,708,1.6,15,03/24/2026 14:14:41
2026-03-24 18:14:41.798458,,SPY,20260324,653,C,1.59,227,1.6,15,03/24/2026 14:14:41
2026-03-24 18:14:41.798528,,SPY,20260324,653,C,1.59,227,1.61,575,03/24/2026 14:14:41
2026-03-24 18:14:41.798580,,SPY,20260324,653,C,1.59,227,1.61,575,03/24/2026 14:14:41
2026-03-24 18:14:41.798646,,SPY,20260324,653,C,1.59,227,1.61,575,03/24/2026 14:14:41
2026-03-24 18:14:41.896868,,SPY,20260324,653,C,1.61,164,1.62,132,03/24/2026 14:14:41
2026-03-24 18:14:41.896892,,SPY,20260324,653,C,1.61,164,1.62,132,03/24/2026 14:14:41
2026-03-24 18:14:41.896918,,SPY,20260324,653,C,1.61,164,1.62,132,03/24/2026 14:14:41
2026-03-24 18:14:42.098593,,SPY,20260324,653,C,1.61,164,1.63,145,03/24/2026 14:14:42
2026-03-24 18:14:42.098617,,SPY,20260324,653,C,1.61,495,1.63,145,03/24/2026 14:14:42
2026-03-24 18:14:42.098642,,SPY,20260324,653,C,1.61,495,1.63,145,03/24/2026 14:14:42
2026-03-24 18:14:42.341856,,SPY,20260324,653,C,1.62,33,1.63,145,03/24/2026 14:14:42
2026-03-24 18:14:42.341865,,SPY,20260324,653,C,1.62,33,1.63,145,03/24/2026 14:14:42
2026-03-24 18:14:42.341873,,SPY,20260324,653,C,1.62,33,1.63,121,03/24/2026 14:14:42
2026-03-24 18:14:42.404158,,SPY,20260324,653,C,1.63,2,1.64,270,03/24/2026 14:14:42
2026-03-24 18:14:42.404195,,SPY,20260324,653,C,1.63,2,1.64,270,03/24/2026 14:14:42
2026-03-24 18:14:42.404233,,SPY,20260324,653,C,1.63,2,1.64,270,03/24/2026 14:14:42
2026-03-24 18:14:42.598902,,SPY,20260324,653,C,1.62,198,1.64,270,03/24/2026 14:14:42
2026-03-24 18:14:42.598928,,SPY,20260324,653,C,1.62,198,1.64,270,03/24/2026 14:14:42
2026-03-24 18:14:42.598953,,SPY,20260324,653,C,1.62,198,1.64,140,03/24/2026 14:14:42
2026-03-24 18:14:42.698650,,SPY,20260324,653,C,1.62,433,1.64,140,03/24/2026 14:14:42
2026-03-24 18:14:42.698704,,SPY,20260324,653,C,1.62,433,1.64,82,03/24/2026 14:14:42
2026-03-24 18:14:42.898921,,SPY,20260324,653,C,1.63,2,1.64,82,03/24/2026 14:14:42
2026-03-24 18:14:42.898976,,SPY,20260324,653,C,1.63,2,1.64,82,03/24/2026 14:14:42
2026-03-24 18:14:42.899030,,SPY,20260324,653,C,1.63,2,1.64,16,03/24/2026 14:14:42
2026-03-24 18:14:43.044132,,SPY,20260324,653,C,1.63,2,1.65,4,03/24/2026 14:14:43
2026-03-24 18:14:43.044169,,SPY,20260324,653,C,1.63,378,1.65,4,03/24/2026 14:14:43
2026-03-24 18:14:43.044206,,SPY,20260324,653,C,1.63,378,1.65,4,03/24/2026 14:14:43
2026-03-24 18:14:43.099052,,SPY,20260324,653,C,1.63,448,1.65,4,03/24/2026 14:14:43
2026-03-24 18:14:43.099100,,SPY,20260324,653,C,1.63,448,1.65,64,03/24/2026 14:14:43
